"Karl Strauss Brewing Company, Sorrento Mesa",(858) 587-2739,www.karlstrauss.com,"9675 Scranton Road, San Diego, CA 92121",Brewery
"Port Brewing Co., San Marcos",(800) 918-6816,www.portbrewing.com,"155 Mata Way, San Marcos, CA 92069",Brewery
"Stone Brewing World Bistro & Gardens, Escondido",(760) 294-7899,www.stoneworldbistro.com,"1999 Citracado Pkwy, Escondido, CA 92029",Brewery
South Park Brewing Company,(619) 610-9038 ,www.southparkbrewing.com,"1517 30th St, San Diego 92102",Brewery
"Stone Brewing Tap Room, Downtown",(619) 727-4452,www.stonebrewing.com,"795 J Street, San Diego, CA 92101",Brewery
"Kilowatt Brewing, Kearny Mesa",(858) 715-3998,www.kilowatt.beer,"7576 Clairemont Mesa Blvd., San Diego, CA 92111",Brewery
Latitude 33 Brewing Co.,(760) 913-7333,www.lat33brew.com,"1430 Vantage Court Ste 104, Vista, CA 92081",Brewery
"San Diego Brewing Co., Grantville",(619) 284-2739,www.sandiegobrewing.com,"10450 Friars Rd, San Diego, CA 92120",Brewery
Plan 9 Alehouse,(760) 489-8817,www.plan9alehouse.com,"155 E Grand Ave, Escondido, CA 92025",Brewery
Societe Brewing Company,(858) 598-5415,www.societebrewing.com,"8262 Clairmont Mesa Blvd, San Diego, CA 92111",Brewery
ChuckAlek Independent Brewers,513-465-9768,www.chuckalek.com,"2330 Main Street, Suite C, Ramona, CA",Brewery
"Belching Beaver Brewery, Vista",(760) 599-5832,http://www.belchingbeaver.com/,"980 Park Center Dr, Vista, CA 92081",Brewery
"Stone Brewing World Bistro & Gardens, Liberty Station",(619) 269-2100,www.stoneworldbistro.com,"2816 Historic Decatur Rd, San Diego, CA 92106",Brewery
Toolbox Brewing Company,(760) 598-1477,www.toolboxbrewing.com,"1495 Poinsettia Ave, Suite 148 Vista, CA 92081",Brewery
"Belching Beaver Brewery, North Park",(619) 282-1062,www.belchingbeaver.com/about-north-park,"4223 30th St., San Diego, CA 92104",Brewery
Bagby Beer Company,(760) 270-9075,www.bagbybeer.com,"601 South Coast Hwy, Oceanside 92054",Brewery
Benchmark Brewing,(619) 795-2111,www.benchmarkbrewing.com,"6190 Fairmont Ave, San Diego, CA 92120",Brewery
"Karl Strauss Brewing Company, Carlsbad",(760) 431-2739,www.karlstrauss.com,"5801 Armada Drive, Carlsbad, CA ",Brewery
﻿Barrel Harbor Brewing Company,(760) 734-3949,www.barrelharborbrewing.com,"2575 Pioneer Ave, Suite 104, Vista, CA",Brewery
Hillcrest Brewing Co.,(619) 269-4323,www.hillcrestbrewingcompany.com,"1458 University Ave, San Diego, CA 92103",Brewery
"Stone Company Store, Oceanside",(760) 529-0002,www.stonebrewing.com,"310 N. Tremont St., Oceanside, CA 92054",Brewery
FOURPENNY HOUSE,6196062028,www.fourpennyhouse.com,"8323 La Mesa Blvd La Mesa, CA 91942",Brewery
Mason Ale Works,7604297424,www.masonaleworks.com,"2002 South Coast Highway, Oceanside, CA 92054",Brewery
Bear Roots Brewing Co.,760-726-4204,www.brbrewco.com,"1213 S South Santa Fe, Vista, CA 92083",Brewery
Bitter Brothers Brewing Company,619.961.6690,bitterbrothers.com,"4170 Morena Blvd, San Diego, CA 92117",Brewery
Wavelength Brewing Company,(760) 820-9283,www.wavelengthbrewco.com,"236 Main St. Vista, California 92084",Brewery
Jacked Up Brewery,8582316106,http://jackedupbrewery.com/,800 W. Grand Ave suite B,Brewery
Mikkeller Brewing San Diego ,8583813500,MIKKELLERSD.COM,"9368 Cabot Dr, San Diego, CA 92126",Brewery
Duck Foot Brewing Company,(858) 433-7916,www.duckfootbeer.com,"8920 Kenamar Drive Ste. 210 San Diego, California 92121",Brewery
Second Chance Beer Co.,(858) 705-6250,www.secondchancebeer.com,"15378 Avenue of Science #222 San Diego, California 92128",Brewery
Culver Beer Co. ,7608142355,www.Culverbeer.com,"2719 Loker Avenue West Suite D Carlsbad, Ca 92010",Brewery
Pure Project,(858) 252-6143,www.purebrewing.org,"9030 Kenamar Dr #308, San Diego, CA 92121",Brewery
North Park Beer Company,(619) 255-2946,www.northparkbeerco.com,"3038 University Ave, San Diego, CA 92104",Brewery
Alpine Beer Company Pub,619-445-2337,http://alpinebeerco.com/,"1347 Tavern Road, Alpine, CA 91901",Brewery
"Port Brewing Co., Cardiff",800-918-6816,www.portbrewing.com,"2007 San Elijo Avenue, Cardiff, CA 92007",Brewery
"Amplified Ale Works, Pacific Beach",(858) 270-5222,www.amplifiedales.com,"4150 Mission Blvd, Ste 208, San Diego 92109",Brewery
Little Miss Brewing,6198802752,"","7949 Stromesa Ct Ste Y, San Diego, CA 92126",Brewery
Pariah Brewing Company,16196420545,www.pariahbrewingco.com,"3052 El Cajon Boulevard, Suite B, San Diego, CA 92104",Brewery
Novo Brazil Brewing Co.,6198694274,www.novobrazilbrewing.com,"901 Lane Av. Chula Vista, CA 91914",Brewery
"Iron Fist Brewing Co., Barrio Logan",619-255-5818,www.ironfistbrewing.com,"1985 National Ave. #1132, San Diego CA 92113",Brewery
Bay City Brewing Company,6197274926,www.baycitybrewingco.com,"3760 Hancock Street, Suite A+B, San Diego, CA 92110",Brewery
Longship Brewery,619-301-4995,www.Longshipbrewery.com,"10320 Camino Santa Fe Suite C  San Diego, CA 92121",Brewery
Alpine Beer Company,619-445-2337,https://alpinebeerco.wordpress.com,"2351 Alpine Road, Alpine, CA 91901",Brewery
"Mike Hess Brewing Co., Ocean Beach",6197951095,www.mikehessbrewing.com,"4893 Voltaire Street Suite A San Diego, CA 92107",Brewery
SR76 Beerworks ,(760) 751-3100,"","777 S. Resort Dr., Valley Center, CA 92082",Brewery
Division 23 Brewing,858-752-1924,www.division23brewing.com,"7408 Trade St.  San Diego, CA 92121",Brewery
Eppig Brewing,619-501-1840,www.eppigbrewing.com,"3052 El Cajon Blvd. Suite C San Diego, CA 92104",Brewery
Rouleur Brewing Company,805-766-5536,www.rouleurbrewing.com,"5840 El Camino Real, STE 101, Carlsbad CA 92008",Brewery
Finest Made Ales,(619) 316-0590,www.finestmade.com,"9962 Prospect Ave., Santee, CA 92071",Brewery
"The Lost Abbey, Cardiff",800-918-6816,www.lostabbey.com,"2007 San Elijo Avenue, Cardiff, CA 92007",Brewery
"Amplified Ale Works, Miramar",858-800-2534,www.amplifiedales.com,"9030 Kenamar Drive, Suite 309, San Diego, CA 92121",Brewery
"Bolt Brewery, Little Italy",619-795-3012,www.boltbrewery.com,"1971 India Street, San Diego, CA  92101",Brewery
Arrogant Brewing,7602947899,http://www.arrogantbrewing.com,"1999 Citracado Parkway, Escondido CA 92029",Brewery
"San Diego Brewing Co., North Park",(619) 284-2739,www.sandiegobrewing.com,"3052 El Cajon Blvd Suite A, San Diego, CA 92104",Brewery
"Legacy Brewing Tap & Kitchen, Miramar",858-695-9953,http://legacybrewingtapandkitchen.com,"7060 Miramar Road San Diego, CA 92121",Brewery
"ChuckAlek Biergarten, North Park",619-800-6797,http://www.chuckalek.com/chuckalek-biergarten/,"3139 University Ave, Suite B, San Diego, CA 92104",Brewery
"Kilowatt Brewing, Ocean Beach",619-255-9775,www.kilowatt.beer,"1875 Cable Street, San Diego, CA 92107",Brewery
Bottlecraft Beer Shop Little Italy,(619) 487-9493,http://store.bottlecraftbeer.com,"2161 India St San Diego, CA 92101",Pub
Best Pizza & Brew,(858) 566-9900,http://www.bestpizzaandbrew.com,"9172 Mira Mesa Blvd San Diego, CA 92126",Pub
Bay Park Fish Co.,(619) 276-3473,http://www.bayparkfishco.com,"4121 Ashton St, San Diego, CA 92110",Pub
Tiger! Tiger!,(619) 487-0401,http://tigertigertavern.blogspot.com,"3025 El Cajon Blvd San Diego, CA  92104",Pub
Blind Lady Alehouse,(619) 255-2491,http://blindlady.blogspot.com,"3416 Adams Ave San Diego, CA 92116",Pub
Knotty Barrel,(619) 269-7156,http://knottybarrel.com,"844 Market St, San Diego 92101",Pub
McGregor's Grill and Alehouse,(619) 282-9797,http://mcgregorssandiego.com,"10475 San Diego Mission Rd. San Diego, California 92108",Pub
Bottlecraft Beer Shop North Park,(619) 501-1177,http://store.bottlecraftbeer.com,"3007 University Ave San Diego, CA  92104",Pub
Brothers Provisions,(855) 850-2767,http://www.brosprovisions.com,"16451 Bernardo Center Dr. San Diego, CA 92127",Pub
Third Avenue Alehouse,619-254-5141,www.thirdavealehouse.com,"319 Third Avenue, Chula Vista, CA 91910",Pub
Hamilton's Tavern,(619) 238-5460,http://hamiltonstavern.com,"1521 30th St San Diego, CA 92102",Pub
"Hooleys Irish Pub & Grill, El Cajon",(619) 670-7468,http://www.hooleys.com,"2955 Jamacha Rd, El Cajon, CA 92019",Pub
Common Theory Public House,(858) 384-7974,http://www.commontheorysd.com,"4805 Convoy St, San Diego, CA 92111",Pub
"Hooleys Irish Pub & Grill, La Mesa",(619) 713-6900,http://www.hooleys.com,"5500 Grossmont Center Dr La Mesa, CA 91942",Pub
Hilton Del Mar,(858) 792-5200,http://www3.hilton.com/en/hotels/california/hilton-san-diego-del-mar-SANDMHF/index.html,"15575 Jimmy Durante Blvd, Del Mar, CA 92014",Pub
Crab Hut,(619) 234-0628,http://www.crabhutrestaurant.com,"1007 5th Ave #101 San Diego, CA 92101",Pub
Leroy's Kitchen + Lounge,(619) 437-6087,http://leroyskitchenandlounge.com,"1015 Orange Ave, Coronado, CA 92118",Pub
Lil' Piggy's Bar-B-Q,(619) 522-0217,http://www.nadolife.com/lilpiggys,"1201 First St, Coronado, CA 92118",Pub
Luigi's At The Beach,(858) 488-2818,http://www.luigisatthebeach.com,"3210 Mission Blvd, San Diego, CA 92109",Pub
Newport Pizza and Ale House,(619) 224-4540,"","5050 Newport Ave, San Diego, CA 92107",Pub
Mike's BBQ & Sports Lounge,(760) 746-4444,http://www.mikesbbq.us,"1356 W. Valley Pkwy, Escondido, CA 92029",Pub
Priority Public House,760-230-1999,http://www.prioritypublichouse.com,"576 North Coast Highway 101, Encinitas, CA 92024",Pub
Live Wire,(619) 291-7450,http://www.livewirebar.com,"2103 El Cajon Blvd, San Diego, CA 92104",Pub
O'Brien's Pub,(858) 715-1745,http://obrienspub.net,"4646 Convoy St, San Diego, CA 92111",Pub
San Diego Mission Bay Boat & Ski Club,858-270-0840,http://www.sdmbbsc.org,"2606 N. Mission Bay Drive, San Diego, 92109",Pub
"Oggi's Sports Brewhouse Pizza, Del Mar",(858) 481-7883,http://www.oggis.com,"12840 Carmel Country Rd, San Diego, CA 92130",Pub
"Oggi's Sports Brewhouse Pizza, Eastlake",(619) 746-6900,http://www.oggis.com,"2130 Birch Rd Suite 104 Chula Vista, California  91915",Pub
"Oggi's Sports Brewhouse Pizza, Encinitas",(760) 944-8170,http://www.oggis.com,"305 Encinitas Blvd, Encinitas, CA 92024",Pub
"Oggi's Sports Brewhouse Pizza, Santee",(619) 449-6441,http://www.oggis.com,"9828 Mission Gorge Rd, Santee, CA 92071",Pub
Panama 66,(619) 696-1966,http://panama66.blogspot.com,"1450 El Prado San Diego, CA 92101",Pub
SD Tap Room,(858) 274-1010,http://www.sdtaproom.com,"1269 Garnet Ave, San Diego, CA 92109",Pub
Ritual Kitchen & Beer Garden,(619) 283-1720,http://ritualtavern.com,"4095 30th St, San Diego, CA 92104",Pub
Sublime Ale House,(760) 510-9220,http://www.sublimealehouse.com,"1020 W. San Marcos Blvd San Marcos, CA 92078",Pub
Tap That Tap Room,(760) 433-4827,http://tapthatkegnow.com,"3207 Roymar Rd, Ste E Oceanside, CA 92058",Pub
"Oggi's Sports Brewhouse Pizza, Vista",(619) 884-6515,http://www.oggis.com,"425 S Melrose Dr, Vista, CA 92084",Pub
"Slater's 50/50, San Marcos",(760) 759-2900,https://slaters5050.com,"110 Knoll Rd, San Marcos, CA 92069",Pub
The Bier Garden of Encinitas,(760) 632-2437,http://biergardenencinitas.com,"641 S Coast Hwy 101, Encinitas, CA 92024",Pub
The Joint,(619) 222-8272,http://www.thejointob.com,"4902 Newport Ave, San Diego, CA 92107",Pub
The Lodge at Torrey Pines,(858) 777-6645,http://www.lodgetorreypines.com,"11480 N Torrey Pines Rd, San Diego, CA 92037",Pub
West Coast Barbecue & Brew,(619) 462-3660,http://westcoastbbqandbrew.com,"6126 Lake Murray Blvd La Mesa, CA 91942",Pub
The Patio on Goldfinch,(619) 501-5090,http://thepatioongoldfinch.com,"4020 Goldfinch St, San Diego, CA 92103",Pub
The Patio on Lamont St,(858) 412-4648,http://thepatioonlamont.com,"4445 Lamont St, San Diego, CA 92109",Pub
The Regal Beagle,(619) 297-2337,http://www.regalbeaglesd.com,"3659 India St #101 San Diego, CA 92103",Pub
La Costa Wine Co.,(888) 611-9463,www.lacostawineco.com,"7750 El Camino Real Suite MB, La Costa, CA 92009",Pub
The Regal Seagull,(760) 479-2337,http://www.regalseagull.com,"996 N. Coast Hwy 101 Encinitas, CA 92024",Pub
Tom Ham's Lighthouse,(619) 291-9110,http://www.tomhamslighthouse.com,"2150 Harbor Island Dr, San Diego, CA 92101",Pub
Village Pizzeria,(619) 522-0449,http://villagepizzeriacoronado.com,"1206 Orange Ave,  Coronado, CA 92118",Pub
Toronado,(619) 282-0456,http://toronadosd.com,"4026 30th St, San Diego, CA 92104",Pub
Urge American Gastropub,(858) 673-8743,http://urgegastropub.com,"16761 Bernardo Center Dr  San Diego, CA 92128",Pub
Waypoint Public,(619) 255-8778,http://www.waypointpublic.com,"3794 30th St  San Diego, CA 92104",Pub
Village Pizzeria Bayside,(619) 437-0650,http://villagepizzeriacoronado.com,"1201 First St  Coronado, CA 92118",Pub
Phileas Foggs Bar & Restaurant,(858)486-4442,http://www.phileasfoggs.net,"11385 Poway Rd San Diego, CA 92128",Pub
"Slater's 50/50, Liberty Station",(619) 398-2600,https://slaters5050.com,"2750 Dewey Rd #193, San Diego, CA 92106",Pub
Churchill's Pub & Grille,(760) 471-8773,http://churchillspub.us,"887 W San Marcos Blvd, San Marcos, CA 92078",Pub
Rose's Tasting Room,(619) 293-7673,www.rosestastingroom.com,"2754 Calhoun St. Ste G San Diego, CA. 92110",Pub
Regents Pizzeria,(858) 550-0406,www.regentspizza.com,"4150 Regents Park Row, Suite 100 La Jolla, California 92037",Pub
Urge Gastropub and Whiskey Bank,8586738743,www.urgegastropub.com,"2002 South Coast Highway, Oceanside, CA 92054",Pub
Eureka!,(858) 210-3444,www.eurekarestaurantgroup.com,"4353 La Jolla Village Dr San Diego, California, 92122",Pub
Next Door Craft Beer & Wine Bar,619-741-5066,www.nextdoorsd.com,"7235 El Cajon Blvd.  San Diego, CA 92115",Pub
Bottlecraft Beer Shop Solana Beach,858 353-7174,www.BottlecraftBeer.com,"437 S Highway 101 Suite 107, Solana Beach, CA 92075",Pub
JC Golf,7605913248,jcgolf.com,1441 North Twin Oaks Valley Rd,Pub
The Brew Project,6197957890,TheBrewProject.com,"3683 5th Avenue San Diego, CA 92103",Pub
Zumbido at The Omni San Diego Hotel,6196456530,https://www.omnihotels.com/hotels/san-diego/dining/zumbido,"675 L Street, San Diego, CA 92101",Pub
"Barrel Republic, Oceanside",(760) 435-0042,www.barrelrepublic.com,"215 N Coast Hwy Oceanside, CA 92054",Pub
"Barrel Republic, Pacific Beach",(858) 270-9922,www.barrelrepublic.com,"1261 Garnet Ave San Diego, CA 92109",Pub
Riverwalk Golf Club,619-296-4653,http://riverwalkgc.com/,"1150 Fashion Valley Rd San Diego, CA 92108",Pub
